Director,Actor/Actress,Movies
Brillante Mendoza,Jela Cuenca,['Palitan']
Brillante Mendoza,Julia Montes,['Pula']
Brillante Mendoza,Luis Hontiveros,['Palitan']
Brillante Mendoza,Rash Flores,['Palitan']
Brillante Mendoza,Raymart Santiago,['Pula']
Brit McAdams,Elisabeth Henry,['Paint']
Brit McAdams,Owen Wilson,['Paint']
Brit McAdams,Paul Kosopod,['Paint']
Brit McAdams,Sonia Darmei Lopes,['Paint']
Britt Allcroft,Alec Baldwin,['Thomas and the Magic Railroad']
Britt Allcroft,Cody McMains,['Thomas and the Magic Railroad']
Britt Allcroft,Peter Fonda,['Thomas and the Magic Railroad']
Britt Allcroft,Russell Means,['Thomas and the Magic Railroad']
Brittany Snow,Courtney Eaton,['Parachute']
Brittany Snow,Dave Bautista,['Parachute']
Brittany Snow,Kid Cudi,['Parachute']
Brittany Snow,Thomas Mann,['Parachute']
Brock Heasley,Elizabeth Tabish,['The Shift']
Brock Heasley,Kristoffer Polaha,['The Shift']
Brock Heasley,Neal McDonough,['The Shift']
Brock Heasley,Sean Astin,['The Shift']
Bronwen Hughes,Ben Affleck,['Forces of Nature']
Bronwen Hughes,Gregory Smith,['Harriet the Spy']
Bronwen Hughes,Maura Tierney,['Forces of Nature']
Bronwen Hughes,Michelle Trachtenberg,['Harriet the Spy']
Bronwen Hughes,Rosie O'Donnell,['Harriet the Spy']
Bronwen Hughes,Sandra Bullock,['Forces of Nature']
Bronwen Hughes,Steve Zahn,['Forces of Nature']
Bronwen Hughes,Vanessa Chester,['Harriet the Spy']
Bruce A. Evans,Dane Cook,['Mr. Brooks']
Bruce A. Evans,Demi Moore,['Mr. Brooks']
Bruce A. Evans,Kevin Costner,['Mr. Brooks']
Bruce A. Evans,William Hurt,['Mr. Brooks']
Bruce Beresford,Aidan Quinn,['Evelyn']
Bruce Beresford,Alice Krige,['The Contract']
Bruce Beresford,Alison McGirr,['Ladies in Black']
Bruce Beresford,Angourie Rice,['Ladies in Black']
Bruce Beresford,Ashley Judd,['Double Jeopardy']
Bruce Beresford,Benjamin Weir,['Double Jeopardy']
Bruce Beresford,Betty Buckley,['Tender Mercies']
Bruce Beresford,Britt Robertson,['Mr. Church']
Bruce Beresford,Bruce Greenwood,['Double Jeopardy']
Bruce Beresford,Dan Aykroyd,['Driving Miss Daisy']
Bruce Beresford,Eddie Murphy,['Mr. Church']
Bruce Beresford,Jamie Anderson,['The Contract']
Bruce Beresford,Jessica Tandy,['Driving Miss Daisy']
Bruce Beresford,John Cusack,['The Contract']
Bruce Beresford,Julia Ormond,['Ladies in Black']
Bruce Beresford,Julianna Margulies,['Evelyn']
Bruce Beresford,Morgan Freeman,"['Driving Miss Daisy', 'The Contract']"
Bruce Beresford,Natascha McElhone,['Mr. Church']
Bruce Beresford,Patti LuPone,['Driving Miss Daisy']
Bruce Beresford,Pierce Brosnan,['Evelyn']
Bruce Beresford,Rachael Taylor,['Ladies in Black']
Bruce Beresford,Robert Duvall,['Tender Mercies']
Bruce Beresford,Sophie Vavasseur,['Evelyn']
Bruce Beresford,Tess Harper,['Tender Mercies']
Bruce Beresford,Tommy Lee Jones,['Double Jeopardy']
Bruce Beresford,Wilford Brimley,['Tender Mercies']
Bruce Beresford,Xavier Samuel,['Mr. Church']
Bruce D. Clark,Bernard Behrens,['Galaxy of Terror']
Bruce D. Clark,Edward Albert,['Galaxy of Terror']
Bruce D. Clark,Erin Moran,['Galaxy of Terror']
Bruce D. Clark,Ray Walston,['Galaxy of Terror']
Bruce Hunt,Cole Hauser,['The Cave']
Bruce Hunt,Eddie Cibrian,['The Cave']
Bruce Hunt,Morris Chestnut,['The Cave']
Bruce Hunt,Piper Perabo,['The Cave']
Bruce Lee,Bruce Lee,['Meng long guo jiang']
Bruce Lee,Chuck Norris,['Meng long guo jiang']
Bruce Lee,Nora Miao,['Meng long guo jiang']
Bruce Lee,Ping-Ou Wei,['Meng long guo jiang']
Bruce Macdonald,Billy Zane,['Samson']
Bruce Macdonald,Caitlin Leahy,['Samson']
Bruce Macdonald,Gabriel Sabloff,['Samson']
Bruce Macdonald,Lindsay Wagner,['Samson']
Bruce Macdonald,Taylor James,['Samson']
Bruce Malmuth,Billy Dee Williams,['Nighthawks']
Bruce Malmuth,Frederick Coffin,['Hard to Kill']
Bruce Malmuth,Gary Nelson,['Nighthawks']
Bruce Malmuth,Kelly LeBrock,['Hard to Kill']
Bruce Malmuth,Lindsay Wagner,['Nighthawks']
Bruce Malmuth,Rutger Hauer,['Nighthawks']
Bruce Malmuth,Steven Seagal,['Hard to Kill']
Bruce Malmuth,Sylvester Stallone,['Nighthawks']
Bruce Malmuth,William Sadler,['Hard to Kill']
Bruce McCulloch,Elaine Hendrix,['Superstar']
Bruce McCulloch,Harland Williams,['Superstar']
Bruce McCulloch,Molly Shannon,['Superstar']
Bruce McCulloch,Will Ferrell,['Superstar']
Bruce McDonald,Georgina Reilly,['Pontypool']
Bruce McDonald,Hrant Alianak,['Pontypool']
Bruce McDonald,Lisa Houle,['Pontypool']
Bruce McDonald,Stephen McHattie,['Pontypool']
Bruce Robinson,Aaron Eckhart,['The Rum Diary']
Bruce Robinson,Giovanni Ribisi,['The Rum Diary']
Bruce Robinson,Johnny Depp,['The Rum Diary']
Bruce Robinson,Michael Rispoli,['The Rum Diary']
Bruce Robinson,Paul McGann,['Withnail and I']
Bruce Robinson,Ralph Brown,['Withnail and I']
Bruce Robinson,Richard E. Grant,['Withnail and I']
Bruce Robinson,Richard Griffiths,['Withnail and I']
Bruno Barreto,Christina Applegate,['View from the Top']
Bruno Barreto,Gwyneth Paltrow,['View from the Top']
Bruno Barreto,Kelly Preston,['View from the Top']
Bruno Barreto,Mark Ruffalo,['View from the Top']
Bruno Dumont,Benjamin Biolay,['France']
Bruno Dumont,Blanche Gardin,['France']
Bruno Dumont,Emanuele Arioli,['France']
Bruno Dumont,Léa Seydoux,['France']
Bruno Mattei,Claudio Fragasso,['Virus']
Bruno Mattei,Franco Garofalo,['Virus']
Bruno Mattei,José Gras,['Virus']
Bruno Mattei,Margie Newton,['Virus']
Bruno Mattei,Selan Karay,['Virus']
Bryan Bertino,Aaron Douglas,['The Monster']
Bryan Bertino,Alex Fisher,['The Strangers']
Bryan Bertino,Christine Ebadi,['The Monster']
Bryan Bertino,Ella Ballentine,['The Monster']
Bryan Bertino,Gemma Ward,['The Strangers']
Bryan Bertino,Julie Oliver-Touchstone,['The Dark and the Wicked']
Bryan Bertino,Liv Tyler,['The Strangers']
Bryan Bertino,Lynn Andrews,['The Dark and the Wicked']
Bryan Bertino,Marin Ireland,['The Dark and the Wicked']
Bryan Bertino,Michael Abbott Jr.,['The Dark and the Wicked']
Bryan Bertino,Scott Speedman,['The Strangers']
Bryan Bertino,Zoe Kazan,['The Monster']
Bryan Buckley,Gary Cole,['The Bronze']
Bryan Buckley,Haley Lu Richardson,['The Bronze']
Bryan Buckley,Melissa Rauch,['The Bronze']
Bryan Buckley,Thomas Middleditch,['The Bronze']
Bryan Forbes,Katharine Ross,['The Stepford Wives']
Bryan Forbes,Nanette Newman,['The Stepford Wives']
Bryan Forbes,Paula Prentiss,['The Stepford Wives']
Bryan Forbes,Peter Masterson,['The Stepford Wives']
Bryan Fuller,David Dastmalchian,['Dust Bunny']
Bryan Fuller,Mads Mikkelsen,['Dust Bunny']
Bryan Fuller,Rebecca Henderson,['Dust Bunny']
Bryan Fuller,Sigourney Weaver,['Dust Bunny']
Bryan Gordon,Dermot Mulroney,['Career Opportunities']
Bryan Gordon,Frank Whaley,['Career Opportunities']
Bryan Gordon,Jennifer Connelly,['Career Opportunities']
Bryan Gordon,Kieran Mulroney,['Career Opportunities']
Bryan Greenberg,Griffin Dunne,['Junction']
Bryan Greenberg,Jamie Chung,['Junction']
Bryan Greenberg,Michaela Conlin,['Junction']
Bryan Greenberg,Sophia Bush,['Junction']
Bryan Singer,Ben Hardy,['Bohemian Rhapsody']
Bryan Singer,Bill Nighy,"['Valkyrie', 'Jack the Giant Slayer']"
Bryan Singer,Brad Renfro,['Apt Pupil']
Bryan Singer,Brandon Routh,['Superman Returns']
Bryan Singer,Carice van Houten,['Valkyrie']
Bryan Singer,Chazz Palminteri,['The Usual Suspects']
Bryan Singer,Ewan McGregor,['Jack the Giant Slayer']
Bryan Singer,Famke Janssen,['X-Men']
Bryan Singer,Gabriel Byrne,['The Usual Suspects']
Bryan Singer,Gwilym Lee,['Bohemian Rhapsody']
Bryan Singer,Halle Berry,['X2']
Bryan Singer,James Marsden,['Superman Returns']
Bryan Singer,James McAvoy,"['X-Men: Days of Future Past', 'X-Men: Apocalypse']"
Bryan Singer,Jennifer Lawrence,['X-Men: Apocalypse']
Bryan Singer,Joshua Jackson,['Apt Pupil']
Bryan Singer,Kate Bosworth,['Superman Returns']
Bryan Singer,Kenneth Branagh,['Valkyrie']
Bryan Singer,Kevin Spacey,"['The Usual Suspects', 'Superman Returns']"
Bryan Singer,Lucy Boynton,['Bohemian Rhapsody']
Bryan Singer,Michael Fassbender,['X-Men: Apocalypse']
Bryan Singer,Mickey Cottrell,['Apt Pupil']
Bryan Singer,Nicholas Hoult,"['X-Men: Apocalypse', 'Jack the Giant Slayer']"
Bryan Singer,Rami Malek,['Bohemian Rhapsody']
Bryan Singer,Stanley Tucci,['Jack the Giant Slayer']
Bryan Singer,Stephen Baldwin,['The Usual Suspects']
Bryan Singer,Tom Cruise,['Valkyrie']
Bryan Sparkman,Andrew Theising,['Out of Darkness']
Bryan Sparkman,Bryan Sparkman,['Out of Darkness']
Bryan Sparkman,Harper Barnes,['Out of Darkness']
Bryan Sparkman,Jackie Joyner,['Out of Darkness']
Bryan Spicer,Jason David Frank,['Mighty Morphin Power Rangers: The Movie']
Bryan Spicer,Johnny Yong Bosch,['Mighty Morphin Power Rangers: The Movie']
Bryan Spicer,Karan Ashley,['Mighty Morphin Power Rangers: The Movie']
Bryan Spicer,Steve Cardenas,['Mighty Morphin Power Rangers: The Movie']
Bryce McGuire,Amélie Hoeferle,['Night Swim']
Bryce McGuire,Gavin Warren,['Night Swim']
Bryce McGuire,Kerry Condon,['Night Swim']
Bryce McGuire,Wyatt Russell,['Night Swim']
Bud S. Smith,Anthony Michael Hall,['Johnny Be Good']
Bud S. Smith,Paul Gleason,['Johnny Be Good']
Bud S. Smith,Robert Downey Jr.,['Johnny Be Good']
Bud S. Smith,Uma Thurman,['Johnny Be Good']
Budd Boetticher,Claude Akins,['Comanche Station']
Budd Boetticher,Nancy Gates,['Comanche Station']
Budd Boetticher,Randolph Scott,['Comanche Station']
Budd Boetticher,Skip Homeier,['Comanche Station']
Buddy Van Horn,Clint Eastwood,"['The Dead Pool', 'Any Which Way You Can']"
Buddy Van Horn,Evan C. Kim,['The Dead Pool']
Buddy Van Horn,Geoffrey Lewis,['Any Which Way You Can']
Buddy Van Horn,Liam Neeson,['The Dead Pool']
Buddy Van Horn,Patricia Clarkson,['The Dead Pool']
Buddy Van Horn,Sondra Locke,['Any Which Way You Can']
Buddy Van Horn,William Smith,['Any Which Way You Can']
Burr Steers,Amanda Crew,['Charlie St. Cloud']
Burr Steers,Bella Heathcote,['Pride and Prejudice and Zombies']
Burr Steers,Charlie Tahan,['Charlie St. Cloud']
Burr Steers,Jack Huston,['Pride and Prejudice and Zombies']
Burr Steers,Kim Basinger,['Charlie St. Cloud']
Burr Steers,Leslie Mann,['17 Again']
Burr Steers,Lily James,['Pride and Prejudice and Zombies']
Burr Steers,Matthew Perry,['17 Again']
Burr Steers,Sam Riley,['Pride and Prejudice and Zombies']
Burr Steers,Thomas Lennon,['17 Again']
Burr Steers,Zac Efron,"['17 Again', 'Charlie St. Cloud']"
Burt Kennedy,Christopher Lloyd,['Suburban Commando']
Burt Kennedy,Harry Morgan,['Support Your Local Sheriff!']
Burt Kennedy,Hulk Hogan,['Suburban Commando']
Burt Kennedy,James Garner,['Support Your Local Sheriff!']
Burt Kennedy,Joan Hackett,['Support Your Local Sheriff!']
Burt Kennedy,Larry Miller,['Suburban Commando']
Burt Kennedy,Shelley Duvall,['Suburban Commando']
Burt Kennedy,Walter Brennan,['Support Your Local Sheriff!']
Burt Reynolds,Burt Reynolds,['Gator']
Burt Reynolds,Jack Weston,['Gator']
Burt Reynolds,Jerry Reed,['Gator']
Burt Reynolds,Lauren Hutton,['Gator']
Byron Haskin,Ann Robinson,['The War of the Worlds']
Byron Haskin,Basil Sydney,['Treasure Island']
Byron Haskin,Bobby Driscoll,['Treasure Island']
Byron Haskin,Gene Barry,['The War of the Worlds']
Byron Haskin,Les Tremayne,['The War of the Worlds']
Byron Haskin,Robert Cornthwaite,['The War of the Worlds']
Byron Haskin,Robert Newton,['Treasure Island']
Byron Haskin,Walter Fitzgerald,['Treasure Island']
Byron Howard,Chris Williams,['Bolt']
Byron Howard,Ginnifer Goodwin,"['Zootopia', 'Zootopia 2']"
Byron Howard,Idris Elba,['Zootopia']
Byron Howard,Jared Bush,['Zootopia']
Byron Howard,Jason Bateman,"['Zootopia', 'Zootopia 2']"
Byron Howard,Jenny Slate,['Zootopia']
Byron Howard,John Travolta,['Bolt']
Byron Howard,Mark Walton,['Bolt']
Byron Howard,Miley Cyrus,['Bolt']
Byron Howard,Rich Moore,"['Zootopia', 'Zootopia 2']"
Byron Howard,Rolando Davila-Beltran,['Zootopia 2']
Byron Howard,Susie Essman,['Bolt']
Byron Quisenberry,Ann Bronston,['Scream']
Byron Quisenberry,Ethan Wayne,['Scream']
Byron Quisenberry,Hank Worden,['Scream']
Byron Quisenberry,Pepper Martin,['Scream']
Byun Sung-hyun,Hwang Jung-min,['Gil Bok-soon']
Byun Sung-hyun,Jeon Do-yeon,['Gil Bok-soon']
Byun Sung-hyun,Koo Kyo-hwan,['Gil Bok-soon']
Byun Sung-hyun,Lee Jae-wook,['Gil Bok-soon']
Béla Tarr,Hanna Schygulla,['Werckmeister harmóniák']
Béla Tarr,János Derzsi,['Werckmeister harmóniák']
Béla Tarr,Lars Rudolph,['Werckmeister harmóniák']
Béla Tarr,László feLugossy,['Sátántangó']
Béla Tarr,Mihály Vig,['Sátántangó']
Béla Tarr,Peter Fitz,['Werckmeister harmóniák']
Béla Tarr,Putyi Horváth,['Sátántangó']
Béla Tarr,Ágnes Hranitzky,['Werckmeister harmóniák']
Béla Tarr,Éva Almássy Albert,['Sátántangó']
Caitlin Cronenberg,Emily Hampshire,['Humane']
Caitlin Cronenberg,Enrico Colantoni,['Humane']
Caitlin Cronenberg,Jay Baruchel,['Humane']
Caitlin Cronenberg,Peter Gallagher,['Humane']
Cal Brunker,Brendan Fraser,['Escape from Planet Earth']
Cal Brunker,Dan Duran,['PAW Patrol: The Mighty Movie']
Cal Brunker,Finn Lee-Epp,['PAW Patrol: The Mighty Movie']
Cal Brunker,James Marsden,['PAW Patrol: The Mighty Movie']
Cal Brunker,Jessica Alba,['Escape from Planet Earth']
Cal Brunker,Kingsley Marshall,['PAW Patrol: The Movie']
Cal Brunker,Kristen Bell,['PAW Patrol: The Mighty Movie']
Cal Brunker,Rob Corddry,['Escape from Planet Earth']
Cal Brunker,Ron Pardo,['PAW Patrol: The Movie']
Cal Brunker,Sarah Jessica Parker,['Escape from Planet Earth']
Cal Brunker,Tyler Perry,['PAW Patrol: The Movie']
Cal Brunker,Will Brisbin,['PAW Patrol: The Movie']
Callie Khouri,Diane Keaton,['Mad Money']
Callie Khouri,Ellen Burstyn,['Divine Secrets of the Ya-Ya Sisterhood']
Callie Khouri,Fionnula Flanagan,['Divine Secrets of the Ya-Ya Sisterhood']
Callie Khouri,James Garner,['Divine Secrets of the Ya-Ya Sisterhood']
Callie Khouri,Katie Holmes,['Mad Money']
Callie Khouri,Queen Latifah,['Mad Money']
Callie Khouri,Sandra Bullock,['Divine Secrets of the Ya-Ya Sisterhood']
Callie Khouri,Ted Danson,['Mad Money']
Calmatic,D.C. Young Fly,['House Party']
Calmatic,Jack Harlow,"[""White Men Can't Jump""]"
Calmatic,Jacob Latimore,['House Party']
Calmatic,Karen Obilom,['House Party']
Calmatic,Lance Reddick,"[""White Men Can't Jump""]"
Calmatic,Sinqua Walls,"[""White Men Can't Jump""]"
Calmatic,Teyana Taylor,"[""White Men Can't Jump""]"
Calmatic,Tosin Cole,['House Party']
Cameron Cairnes,Colin Cairnes,['Late Night with the Devil']
Cameron Cairnes,David Dastmalchian,['Late Night with the Devil']
Cameron Cairnes,Fayssal Bazzi,['Late Night with the Devil']
Cameron Cairnes,Ian Bliss,['Late Night with the Devil']
Cameron Cairnes,Laura Gordon,['Late Night with the Devil']
Cameron Crowe,Alec Baldwin,"['Aloha', 'Elizabethtown']"
Cameron Crowe,Billy Crudup,['Almost Famous']
Cameron Crowe,Bradley Cooper,['Aloha']
Cameron Crowe,Bridget Fonda,['Singles']
Cameron Crowe,Cameron Diaz,['Vanilla Sky']
Cameron Crowe,Campbell Scott,['Singles']
Cameron Crowe,Cuba Gooding Jr.,['Jerry Maguire']
Cameron Crowe,Elle Fanning,['We Bought a Zoo']
Cameron Crowe,Emma Stone,['Aloha']
Cameron Crowe,Frances McDormand,['Almost Famous']
Cameron Crowe,Ione Skye,['Say Anything...']
Cameron Crowe,John Cusack,['Say Anything...']
Cameron Crowe,John Mahoney,['Say Anything...']
Cameron Crowe,Kate Hudson,['Almost Famous']
Cameron Crowe,Kelly Preston,['Jerry Maguire']
Cameron Crowe,Kirsten Dunst,['Elizabethtown']
Cameron Crowe,Kurt Russell,['Vanilla Sky']
Cameron Crowe,Kyra Sedgwick,['Singles']
Cameron Crowe,Lili Taylor,['Say Anything...']
Cameron Crowe,Matt Damon,['We Bought a Zoo']
Cameron Crowe,Orlando Bloom,['Elizabethtown']
Cameron Crowe,Patrick Fugit,['Almost Famous']
Cameron Crowe,Penélope Cruz,['Vanilla Sky']
Cameron Crowe,Rachel McAdams,['Aloha']
Cameron Crowe,Renée Zellweger,['Jerry Maguire']
Cameron Crowe,Scarlett Johansson,['We Bought a Zoo']
Cameron Crowe,Sheila Kelley,['Singles']
Cameron Crowe,Susan Sarandon,['Elizabethtown']
Cameron Crowe,Thomas Haden Church,['We Bought a Zoo']
Cameron Crowe,Tom Cruise,"['Jerry Maguire', 'Vanilla Sky']"
Camille Delamarre,Daniela Melchior,['Assassin Club']
Camille Delamarre,David Belle,['Brick Mansions']
Camille Delamarre,Ed Skrein,['The Transporter Refueled']
Camille Delamarre,Goûchy Boy,['Brick Mansions']
Camille Delamarre,Henry Golding,['Assassin Club']
Camille Delamarre,Jimmy Jean-Louis,['Assassin Club']
Camille Delamarre,Lenn Kudrjawizki,['The Transporter Refueled']
Camille Delamarre,Loan Chabanol,['The Transporter Refueled']
Camille Delamarre,Noomi Rapace,['Assassin Club']
Camille Delamarre,Paul Walker,['Brick Mansions']
Camille Delamarre,RZA,['Brick Mansions']
Camille Delamarre,Ray Stevenson,['The Transporter Refueled']
Camille Griffin,Annabelle Wallis,['Silent Night']
Camille Griffin,Keira Knightley,['Silent Night']
Camille Griffin,Matthew Goode,['Silent Night']
Camille Griffin,Roman Griffin Davis,['Silent Night']
Campbell Scott,Larry Block,['Big Night']
Campbell Scott,Marc Anthony,['Big Night']
Campbell Scott,Stanley Tucci,"['Big Night', 'Big Night']"
Campbell Scott,Tony Shalhoub,['Big Night']
Can Evrenol,Ergun Kuyucu,['Baskin']
Can Evrenol,Görkem Kasal,['Baskin']
Can Evrenol,Mehmet Cerrahoglu,['Baskin']
Can Evrenol,Muharrem Bayrak,['Baskin']
Caner Alper,Boran Kuzum,['Bihter']
Caner Alper,Farah Zeynep Abdullah,['Bihter']
Caner Alper,Hande Ataizi,['Bihter']
Caner Alper,Mehmet Binay,['Bihter']
Caner Alper,Osman Sonant,['Bihter']
Carey Williams,Donald Elise Watkins,['Emergency']
Carey Williams,RJ Cyler,['Emergency']
Carey Williams,Sabrina Carpenter,['Emergency']
Carey Williams,Sebastian Chacon,['Emergency']
Carl Franklin,Adam Scott,['High Crimes']
Carl Franklin,Ashley Judd,['High Crimes']
Carl Franklin,Bill Paxton,['One False Move']
Carl Franklin,Billy Bob Thornton,['One False Move']
Carl Franklin,Cynda Williams,['One False Move']
Carl Franklin,Dean Cain,['Out of Time']
Carl Franklin,Denzel Washington,"['Devil in a Blue Dress', 'Out of Time']"
Carl Franklin,Don Cheadle,['Devil in a Blue Dress']
Carl Franklin,Eva Mendes,['Out of Time']
Carl Franklin,Jennifer Beals,['Devil in a Blue Dress']
Carl Franklin,Jim Caviezel,['High Crimes']
Carl Franklin,Michael Beach,['One False Move']
Carl Franklin,Morgan Freeman,['High Crimes']
Carl Franklin,Sanaa Lathan,['Out of Time']
Carl Franklin,Tom Sizemore,['Devil in a Blue Dress']
Carl Gottlieb,Dennis Quaid,['Caveman']
Carl Gottlieb,Jack Gilford,['Caveman']
Carl Gottlieb,Ringo Starr,['Caveman']
Carl Gottlieb,Shelley Long,['Caveman']
Carl Reiner,Alan Ladd,"[""Dead Men Don't Wear Plaid""]"
Carl Reiner,Bernadette Peters,['The Jerk']
Carl Reiner,Carl Reiner,"[""Dead Men Don't Wear Plaid""]"
Carl Reiner,Catlin Adams,['The Jerk']
Carl Reiner,David Warner,['The Man with Two Brains']
Carl Reiner,John Candy,['Summer Rental']
Carl Reiner,Karen Austin,['Summer Rental']
Carl Reiner,Kathleen Turner,['The Man with Two Brains']
Carl Reiner,Kirstie Alley,['Summer School']
Carl Reiner,Lily Tomlin,['All of Me']
Carl Reiner,Mabel King,['The Jerk']
Carl Reiner,Madolyn Smith Osborne,['All of Me']
Carl Reiner,Mark Harmon,['Summer School']
Carl Reiner,Patrick Labyorteaux,['Summer School']
Carl Reiner,Paul Benedict,['The Man with Two Brains']
Carl Reiner,Rachel Ward,"[""Dead Men Don't Wear Plaid""]"
Carl Reiner,Richard Crenna,['Summer Rental']
Carl Reiner,Rip Torn,['Summer Rental']
Carl Reiner,Robin Thomas,['Summer School']
Carl Reiner,Victoria Tennant,['All of Me']
Carl Rinsch,Hiroyuki Sanada,['47 Ronin']
Carl Rinsch,Keanu Reeves,['47 Ronin']
Carl Rinsch,Kô Shibasaki,['47 Ronin']
Carl Rinsch,Tadanobu Asano,['47 Ronin']
Carl Theodor Dreyer,André Berley,"[""La passion de Jeanne d'Arc""]"
Carl Theodor Dreyer,Eugene Silvain,"[""La passion de Jeanne d'Arc""]"
Carl Theodor Dreyer,Maria Falconetti,"[""La passion de Jeanne d'Arc""]"
Carl Theodor Dreyer,Maurice Schutz,"[""La passion de Jeanne d'Arc""]"
Carla Gutierrez,Jeanne Albanese,['Frida']
Carla Gutierrez,Pablo Alarson,['Frida']
Carla Gutierrez,Tizoc Arroyo,['Frida']
Carla Gutierrez,Yeraldín Balcázar,['Frida']
Carles Torrens,Da'Vone McDonald,['Pet']
Carles Torrens,Dominic Monaghan,['Pet']
Carles Torrens,Jennette McCurdy,['Pet']
Carles Torrens,Ksenia Solo,['Pet']
Carlo Carlei,Damian Lewis,['Romeo & Juliet']
Carlo Carlei,Douglas Booth,['Romeo & Juliet']
Carlo Carlei,Hailee Steinfeld,['Romeo & Juliet']
Carlo Carlei,Laura Morante,['Romeo & Juliet']
Carlo Ledesma,Andy Rodoreda,['The Tunnel']
Carlo Ledesma,Bel Deliá,['The Tunnel']
Carlo Ledesma,Luke Arnold,['The Tunnel']
Carlo Ledesma,Steve Davis,['The Tunnel']
Carlo Mirabella-Davis,Austin Stowell,['Swallow']
Carlo Mirabella-Davis,Denis O'Hare,['Swallow']
Carlo Mirabella-Davis,Elizabeth Marvel,['Swallow']
Carlo Mirabella-Davis,Haley Bennett,['Swallow']
Carlo Obispo,Christine Bermas,['Bedspacer']
Carlo Obispo,JD Aguas,['Bedspacer']
Carlo Obispo,Matthew Francisco,['Bedspacer']
Carlo Obispo,Micaella Raz,['Bedspacer']
Carlos Marques-Marcet,David Verdaguer,['10.000 Km']
Carlos Marques-Marcet,Natalia Tena,['10.000 Km']
Carlos Marques-Marcet,Sirius Flatz,['10.000 Km']
Carlos Saldanha,Andy Garcia,['Rio 2']
Carlos Saldanha,Anne Hathaway,"['Rio', 'Rio 2']"
Carlos Saldanha,Benjamin Bottani,['Harold and the Purple Crayon']
Carlos Saldanha,Bobby Cannavale,['Ferdinand']
Carlos Saldanha,Denis Leary,"['Ice Age: Dawn of the Dinosaurs', 'Ice Age: The Meltdown']"
Carlos Saldanha,Eunice Cho,['Ice Age: Dawn of the Dinosaurs']
Carlos Saldanha,George Lopez,['Rio']
Carlos Saldanha,Jack Gore,['Ferdinand']
Carlos Saldanha,Jemaine Clement,['Rio 2']
Carlos Saldanha,Jesse Eisenberg,"['Rio', 'Rio 2']"
Carlos Saldanha,John Cena,['Ferdinand']
Carlos Saldanha,John Leguizamo,"['Ice Age: Dawn of the Dinosaurs', 'Ice Age: The Meltdown']"
Carlos Saldanha,Karen Disher,['Rio']
Carlos Saldanha,Kate McKinnon,['Ferdinand']
Carlos Saldanha,Lil Rel Howery,['Harold and the Purple Crayon']
Carlos Saldanha,Michael Thurmeier,['Ice Age: Dawn of the Dinosaurs']
Carlos Saldanha,Ray Romano,"['Ice Age: Dawn of the Dinosaurs', 'Ice Age: The Meltdown']"
Carlos Saldanha,Seann William Scott,['Ice Age: The Meltdown']
Carlos Saldanha,Zachary Levi,['Harold and the Purple Crayon']
Carlos Saldanha,Zooey Deschanel,['Harold and the Purple Crayon']
Carlota Pereda,Carmen Machi,['Cerdita']
Carlota Pereda,Irene Ferreiro,['Cerdita']
Carlota Pereda,Laura Galán,['Cerdita']
Carlota Pereda,Richard Holmes,['Cerdita']
Carlson Young,Archie Renaux,['Upgraded']
Carlson Young,Camila Mendes,['Upgraded']
Carlson Young,Lena Olin,['Upgraded']
Carlson Young,Marisa Tomei,['Upgraded']
Carmine Amoroso,Giampiero Mughini,['Porno & libertà']
Carmine Amoroso,Giuliana Gamba,['Porno & libertà']
Carmine Amoroso,Lasse Braun,['Porno & libertà']
Carmine Amoroso,Riccardo Schicchi,['Porno & libertà']
Carol Morley,Anna Burnett,['The Falling']
Carol Morley,Florence Pugh,['The Falling']
Carol Morley,Maisie Williams,['The Falling']
Carol Morley,Maxine Peake,['The Falling']
Carol Reed,Alida Valli,['The Third Man']
Carol Reed,Joseph Cotten,['The Third Man']
Carol Reed,Mark Lester,['Oliver!']
Carol Reed,Oliver Reed,['Oliver!']
Carol Reed,Orson Welles,['The Third Man']
Carol Reed,Ron Moody,['Oliver!']
Carol Reed,Shani Wallis,['Oliver!']
Carol Reed,Trevor Howard,['The Third Man']
Caroline Labrèche,Bradley Sawatzky,['Radius']
Caroline Labrèche,Brett Donahue,['Radius']
Caroline Labrèche,Charlotte Sullivan,['Radius']
Caroline Labrèche,Diego Klattenhoff,['Radius']
Caroline Labrèche,Steeve Léonard,['Radius']
Caroline Lindy,Edmund Donovan,['Your Monster']
Caroline Lindy,Meghann Fahy,['Your Monster']
Caroline Lindy,Melissa Barrera,['Your Monster']
Caroline Lindy,Tommy Dewey,['Your Monster']
Caroline Thompson,Alan Cumming,['Black Beauty']
Caroline Thompson,David Thewlis,['Black Beauty']
Caroline Thompson,Docs Keepin Time,['Black Beauty']
Caroline Thompson,Sean Bean,['Black Beauty']
Caroline Vignal,Laure Calamy,['Iris et les hommes']
Caroline Vignal,Suzanne De Baecque,['Iris et les hommes']
Caroline Vignal,Sylvain Katan,['Iris et les hommes']
Caroline Vignal,Vincent Elbaz,['Iris et les hommes']
Carrie Cracknell,Ben Bailey Smith,['Persuasion']
Carrie Cracknell,Henry Golding,['Persuasion']
Carrie Cracknell,Richard E. Grant,['Persuasion']
Carrie Cracknell,Yolanda Kettle,['Persuasion']
Carroll Ballard,Anna Paquin,['Fly Away Home']
Carroll Ballard,Clarence Muse,['The Black Stallion']
