Director,Actor/Actress,Movies
Taylor Hackford,Judy Parfitt,['Dolores Claiborne']
Taylor Hackford,Kathy Bates,['Dolores Claiborne']
Taylor Hackford,Keanu Reeves,"[""The Devil's Advocate""]"
Taylor Hackford,Kerry Washington,['Ray']
Taylor Hackford,Meg Ryan,['Proof of Life']
Taylor Hackford,Michael Chiklis,['Parker']
Taylor Hackford,Mikhail Baryshnikov,['White Nights']
Taylor Hackford,Nick Nolte,['Parker']
Taylor Hackford,Pamela Reed,['Proof of Life']
Taylor Hackford,Rachel Ward,['Against All Odds']
Taylor Hackford,Regina King,['Ray']
Taylor Hackford,Richard Gere,['An Officer and a Gentleman']
Taylor Hackford,Robert Loggia,['An Officer and a Gentleman']
Taylor Hackford,Russell Crowe,['Proof of Life']
Taylor Sheridan,Angelina Jolie,['Those Who Wish Me Dead']
Taylor Sheridan,Elizabeth Olsen,['Wind River']
Taylor Sheridan,Finn Little,['Those Who Wish Me Dead']
Taylor Sheridan,Graham Greene,['Wind River']
Taylor Sheridan,Jeremy Renner,['Wind River']
Taylor Sheridan,Jon Bernthal,['Those Who Wish Me Dead']
Taylor Sheridan,Kelsey Asbille,['Wind River']
Taylor Sheridan,Nicholas Hoult,['Those Who Wish Me Dead']
Ted Berman,Art Stevens,['The Fox and the Hound']
Ted Berman,David Hand,['The Fox and the Hound']
Ted Berman,Freddie Jones,['The Black Cauldron']
Ted Berman,Grant Bardsley,['The Black Cauldron']
Ted Berman,Jack Albertson,['The Fox and the Hound']
Ted Berman,Kurt Russell,['The Fox and the Hound']
Ted Berman,Mickey Rooney,['The Fox and the Hound']
Ted Berman,Nigel Hawthorne,['The Black Cauldron']
Ted Berman,Pearl Bailey,['The Fox and the Hound']
Ted Berman,Richard Rich,"['The Fox and the Hound', 'The Black Cauldron']"
Ted Berman,Susan Sheridan,['The Black Cauldron']
Ted Berman,Wolfgang Reitherman,['The Fox and the Hound']
Ted Campbell,Conny Cambambia,['This Never Happened']
Ted Campbell,Javier Dulzaides,['This Never Happened']
Ted Campbell,Juana Serrano,['This Never Happened']
Ted Campbell,María José De La Cruz,['This Never Happened']
Ted Demme,Annabeth Gish,['Beautiful Girls']
Ted Demme,Eddie Murphy,['Life']
Ted Demme,Franka Potente,['Blow']
Ted Demme,Johnny Depp,['Blow']
Ted Demme,Martin Lawrence,['Life']
Ted Demme,Matt Dillon,['Beautiful Girls']
Ted Demme,Nick Cassavetes,['Life']
Ted Demme,Noah Emmerich,['Beautiful Girls']
Ted Demme,Obba Babatundé,['Life']
Ted Demme,Penélope Cruz,['Blow']
Ted Demme,Rachel Griffiths,['Blow']
Ted Demme,Timothy Hutton,['Beautiful Girls']
Ted Kotcheff,Andrew McCarthy,"[""Weekend at Bernie's""]"
Ted Kotcheff,Bill McKinney,['First Blood']
Ted Kotcheff,Brian Dennehy,['First Blood']
Ted Kotcheff,Catherine Mary Stewart,"[""Weekend at Bernie's""]"
Ted Kotcheff,Chips Rafferty,['Wake in Fright']
Ted Kotcheff,Donald Pleasence,['Wake in Fright']
Ted Kotcheff,Fred Ward,['Uncommon Valor']
Ted Kotcheff,Gary Bond,['Wake in Fright']
Ted Kotcheff,Gene Hackman,['Uncommon Valor']
Ted Kotcheff,Jonathan Silverman,"[""Weekend at Bernie's""]"
Ted Kotcheff,Patrick Swayze,['Uncommon Valor']
Ted Kotcheff,Richard Crenna,['First Blood']
Ted Kotcheff,Robert Stack,['Uncommon Valor']
Ted Kotcheff,Sylvester Stallone,['First Blood']
Ted Kotcheff,Sylvia Kay,['Wake in Fright']
Ted Kotcheff,Terry Kiser,"[""Weekend at Bernie's""]"
Ted Post,Anjanette Comer,['The Baby']
Ted Post,Clint Eastwood,"['Magnum Force', ""Hang 'Em High""]"
Ted Post,David Soul,['Magnum Force']
Ted Post,Ed Begley,"[""Hang 'Em High""]"
Ted Post,Hal Holbrook,['Magnum Force']
Ted Post,Inger Stevens,"[""Hang 'Em High""]"
Ted Post,James Franciscus,['Beneath the Planet of the Apes']
Ted Post,Kim Hunter,['Beneath the Planet of the Apes']
Ted Post,Linda Harrison,['Beneath the Planet of the Apes']
Ted Post,Marianna Hill,['The Baby']
Ted Post,Maurice Evans,['Beneath the Planet of the Apes']
Ted Post,Mitchell Ryan,['Magnum Force']
Ted Post,Pat Hingle,"[""Hang 'Em High""]"
Ted Post,Ruth Roman,['The Baby']
Ted Post,Susanne Zenor,['The Baby']
Ted Tetzlaff,Arthur Kennedy,['The Window']
Ted Tetzlaff,Barbara Hale,['The Window']
Ted Tetzlaff,Bobby Driscoll,['The Window']
Ted Tetzlaff,Paul Stewart,['The Window']
Teddy Soeriaatmadja,Jerome Kurnia,['The Architecture of Love']
Teddy Soeriaatmadja,Jihane Almira,['The Architecture of Love']
Teddy Soeriaatmadja,Nicholas Saputra,['The Architecture of Love']
Teddy Soeriaatmadja,Putri Marino,['The Architecture of Love']
Terence Fisher,Christopher Lee,"['Dracula', 'The Mummy']"
Terence Fisher,Eddie Byrne,['The Mummy']
Terence Fisher,Melissa Stribling,['Dracula']
Terence Fisher,Michael Gough,['Dracula']
Terence Fisher,Peter Cushing,"['Dracula', 'The Mummy']"
Terence Fisher,Yvonne Furneaux,['The Mummy']
Terence Young,Adolfo Celi,['Thunderball']
Terence Young,Alain Delon,['Soleil rouge']
Terence Young,Alan Arkin,['Wait Until Dark']
Terence Young,Audrey Hepburn,['Wait Until Dark']
Terence Young,Bernard Lee,['Dr. No']
Terence Young,Charles Bronson,['Soleil rouge']
Terence Young,Claudine Auger,['Thunderball']
Terence Young,Daniela Bianchi,['From Russia with Love']
Terence Young,Efrem Zimbalist Jr.,['Wait Until Dark']
Terence Young,Joseph Wiseman,['Dr. No']
Terence Young,Lotte Lenya,['From Russia with Love']
Terence Young,Luciana Paluzzi,['Thunderball']
Terence Young,Richard Crenna,['Wait Until Dark']
Terence Young,Robert Shaw,['From Russia with Love']
Terence Young,Toshirô Mifune,['Soleil rouge']
Terence Young,Ursula Andress,"['Dr. No', 'Soleil rouge']"
Teresa Sutherland,Georgina Campbell,"['Lovely, Dark, and Deep']"
Teresa Sutherland,Mick Greer,"['Lovely, Dark, and Deep']"
Teresa Sutherland,Nick Blood,"['Lovely, Dark, and Deep']"
Teresa Sutherland,Wai Ching Ho,"['Lovely, Dark, and Deep']"
Terrence Malick,Aidan Turner,['The Way of the Wind']
Terrence Malick,August Diehl,['A Hidden Life']
Terrence Malick,Ben Affleck,['To the Wonder']
Terrence Malick,Ben Kingsley,['The Way of the Wind']
Terrence Malick,Brad Pitt,['The Tree of Life']
Terrence Malick,Brian Dennehy,['Knight of Cups']
Terrence Malick,Brooke Adams,['Days of Heaven']
Terrence Malick,Cate Blanchett,['Knight of Cups']
Terrence Malick,Christian Bale,"['The New World', 'Knight of Cups']"
Terrence Malick,Christopher Plummer,['The New World']
Terrence Malick,Colin Farrell,['The New World']
Terrence Malick,Hunter McCracken,['The Tree of Life']
Terrence Malick,Javier Bardem,['To the Wonder']
Terrence Malick,Jessica Chastain,['The Tree of Life']
Terrence Malick,Jim Caviezel,['The Thin Red Line']
Terrence Malick,John Rhys-Davies,['The Way of the Wind']
Terrence Malick,Karin Neuhäuser,['A Hidden Life']
Terrence Malick,Kirk Acevedo,['The Thin Red Line']
Terrence Malick,Linda Manz,['Days of Heaven']
Terrence Malick,Maria Simon,['A Hidden Life']
Terrence Malick,Martin Sheen,['Badlands']
Terrence Malick,Michael Fassbender,['Song to Song']
Terrence Malick,Natalie Portman,"['Knight of Cups', 'Song to Song']"
Terrence Malick,Nick Nolte,['The Thin Red Line']
Terrence Malick,Olga Kurylenko,['To the Wonder']
Terrence Malick,Q'orianka Kilcher,['The New World']
Terrence Malick,Rachel McAdams,['To the Wonder']
Terrence Malick,Ramon Bieri,['Badlands']
Terrence Malick,Richard Gere,['Days of Heaven']
Terrence Malick,Rooney Mara,['Song to Song']
Terrence Malick,Ryan Gosling,['Song to Song']
Terrence Malick,Sam Shepard,['Days of Heaven']
Terrence Malick,Sarah Greene,['The Way of the Wind']
Terrence Malick,Sean Penn,"['The Thin Red Line', 'The Tree of Life']"
Terrence Malick,Sissy Spacek,['Badlands']
Terrence Malick,Valerie Pachner,['A Hidden Life']
Terrence Malick,Warren Oates,['Badlands']
Terry George,Charlotte Le Bon,['The Promise']
Terry George,Christian Bale,['The Promise']
Terry George,Daniel Giménez Cacho,['The Promise']
Terry George,Don Cheadle,['Hotel Rwanda']
Terry George,Joaquin Phoenix,['Hotel Rwanda']
Terry George,Oscar Isaac,['The Promise']
Terry George,Sophie Okonedo,['Hotel Rwanda']
Terry George,Xolani Mali,['Hotel Rwanda']
Terry Gilliam,Adam Bryant,['The Fisher King']
Terry Gilliam,Adam Driver,['The Man Who Killed Don Quixote']
Terry Gilliam,Andrew Garfield,['The Imaginarium of Doctor Parnassus']
Terry Gilliam,Benicio Del Toro,['Fear and Loathing in Las Vegas']
Terry Gilliam,Brad Pitt,['12 Monkeys']
Terry Gilliam,Bruce Willis,['12 Monkeys']
Terry Gilliam,Christoph Waltz,['The Zero Theorem']
Terry Gilliam,Christopher Plummer,['The Imaginarium of Doctor Parnassus']
Terry Gilliam,David Thewlis,['The Zero Theorem']
Terry Gilliam,Eric Idle,"['Monty Python and the Holy Grail', 'The Adventures of Baron Munchausen']"
Terry Gilliam,Graham Chapman,['Monty Python and the Holy Grail']
Terry Gilliam,Heath Ledger,"['The Imaginarium of Doctor Parnassus', 'The Brothers Grimm']"
Terry Gilliam,Ismael Fritschi,['The Man Who Killed Don Quixote']
Terry Gilliam,Jeff Bridges,['The Fisher King']
Terry Gilliam,John Cleese,"['Monty Python and the Holy Grail', 'Time Bandits']"
Terry Gilliam,John Neville,['The Adventures of Baron Munchausen']
Terry Gilliam,Johnny Depp,['Fear and Loathing in Las Vegas']
Terry Gilliam,Jonathan Pryce,['Brazil']
Terry Gilliam,Joseph Melito,['12 Monkeys']
Terry Gilliam,José Luis Ferrer,['The Man Who Killed Don Quixote']
Terry Gilliam,Juan López-Tagle,['The Man Who Killed Don Quixote']
Terry Gilliam,Katherine Helmond,"['Brazil', 'Time Bandits']"
Terry Gilliam,Kim Greist,['Brazil']
Terry Gilliam,Lily Cole,['The Imaginarium of Doctor Parnassus']
Terry Gilliam,Lucas Hedges,['The Zero Theorem']
Terry Gilliam,Madeleine Stowe,['12 Monkeys']
Terry Gilliam,Matt Damon,['The Brothers Grimm']
Terry Gilliam,Michael Lee Gogin,['Fear and Loathing in Las Vegas']
Terry Gilliam,Monica Bellucci,['The Brothers Grimm']
Terry Gilliam,Mélanie Thierry,['The Zero Theorem']
Terry Gilliam,Oliver Reed,['The Adventures of Baron Munchausen']
Terry Gilliam,Paul Lombardi,['The Fisher King']
Terry Gilliam,Petr Ratimec,['The Brothers Grimm']
Terry Gilliam,Robert De Niro,['Brazil']
Terry Gilliam,Robin Williams,['The Fisher King']
Terry Gilliam,Sarah Polley,['The Adventures of Baron Munchausen']
Terry Gilliam,Sean Connery,['Time Bandits']
Terry Gilliam,Shelley Duvall,['Time Bandits']
Terry Gilliam,Terry Gilliam,['Monty Python and the Holy Grail']
Terry Gilliam,Terry Jones,['Monty Python and the Holy Grail']
Terry Gilliam,Tobey Maguire,['Fear and Loathing in Las Vegas']
Terry Jones,Eric Idle,['The Meaning of Life']
Terry Jones,Graham Chapman,['Life of Brian']
Terry Jones,John Cleese,"['Life of Brian', 'The Meaning of Life']"
Terry Jones,Kate Beckinsale,['Absolutely Anything']
Terry Jones,Michael Palin,['Life of Brian']
Terry Jones,Rob Riggle,['Absolutely Anything']
Terry Jones,Sanjeev Bhaskar,['Absolutely Anything']
Terry Jones,Simon Pegg,['Absolutely Anything']
Terry Jones,Terry Gilliam,"['Life of Brian', 'The Meaning of Life']"
Terry Jones,Terry Jones,['The Meaning of Life']
Terry Loane,Clémence Poésy,['The Last Rifleman']
Terry Loane,John Amos,['The Last Rifleman']
Terry Loane,Jürgen Prochnow,['The Last Rifleman']
Terry Loane,Pierce Brosnan,['The Last Rifleman']
Terry McDonough,Gianni Capaldi,['Damaged']
Terry McDonough,Kate Dickie,['Damaged']
Terry McDonough,Samuel L. Jackson,['Damaged']
Terry McDonough,Vincent Cassel,['Damaged']
